Pipeline_id;Lab;Level;Pipeline_status;Assessment;Number_of_ODT_Win;Number_of_ODT_Linux;Num_build_impact_Win;Num_build_impact_Linux;Num_server_impact;Server_impact;SSR_Eligible;Date
c158bc2b-0c91-45b4-b777-969251707824;New Delhi;v1;Warning;NOGO;285;805;148;80;0;False;No server impact;2021-01-12
f2afb347-d166-46c5-ae71-8bb8487b5de6;Marrakech;v2;Success;GOIF;1977;526;35;59;18;True;Full reinstall;2021-10-22
096e738d-5850-495d-92f7-375833c63c0b;New Delhi;v2;Aborted;GO;337;29;29;44;16;True;SSR Eligible;2021-01-19
feb7676c-e703-4a4c-9bc7-09bdc09fa77a;London;v2;Aborted;GO;1691;1707;121;80;9;True;SSR Eligible;2021-01-05
a58a2718-10e5-4994-8351-b4a76f7ed64a;Marrakech;v4;Aborted;GO;874;1694;91;44;15;True;SSR Eligible;2021-11-28
ab9b8c92-cf6b-4f9e-9548-87d5884973fd;New Delhi;v3;Aborted;GOIF;454;548;194;92;15;True;SSR Eligible;2021-06-17
3cff6dcc-525c-4d24-9653-f424e450dd3c;London;v2;Warning;GOIF;1816;114;92;95;3;True;Full reinstall;2021-09-21
d3fec2d8-7359-4995-8477-31e3f5161414;Marrakech;v1;Success;NOGO;1827;270;16;60;10;True;SSR Eligible;2021-02-07
c3ec5252-e949-4a91-b2a5-40458c701d46;London;v2;Aborted;GO;511;1051;93;22;3;True;SSR Eligible;2021-02-25
1e4fa1da-f7df-45ca-946e-7c6996b3e5f6;Los Angeles;v4;Success;GOIF;936;934;17;65;8;True;SSR Eligible;2021-11-23
f517220e-8f80-4a68-a3f1-51f0d04efdca;Los Angeles;v2;Aborted;NOGO;2001;1942;66;89;13;True;Full reinstall;2021-11-06
7efa520d-7913-4740-800f-b0817b508ed6;New Delhi;v1;Success;GOIF;1496;1389;13;11;4;True;SSR Eligible;2021-05-10
6d8e66da-3d0b-4a13-9c70-c964bb6f1762;London;v2;Aborted;NOGO;58;291;125;103;6;True;SSR Eligible;2021-11-27
f6b701b4-ebf2-42f4-afc5-fa6410720b60;Marrakech;v1;Warning;NOGO;1195;1650;177;141;17;True;Full reinstall;2021-04-01
c4ae0a44-1ee9-4243-9b28-2625234b6b9a;Marrakech;v1;Success;NOGO;1510;494;135;122;1;True;SSR Eligible;2021-08-10
9f14ef9b-9544-44eb-ab04-c284a5d4cd18;New Delhi;v1;Aborted;GOIF;269;1782;92;5;5;True;SSR Eligible;2021-05-17
4395c502-1853-4871-92e8-a218bb82f10e;Los Angeles;v3;Aborted;GO;630;1249;98;108;14;True;SSR Eligible;2021-10-01
c053be43-ac40-48d9-a2fc-9b3ba9a39064;Marrakech;v4;Warning;NOGO;1871;1206;111;137;4;True;SSR Eligible;2021-04-13
2018ba16-b733-4788-81bf-7ff124819c0f;Marrakech;v4;Warning;NOGO;1412;274;36;136;5;True;Full reinstall;2021-11-15
4d098b1f-99a5-4bfd-8194-cd19432c9d9d;Marrakech;v1;Success;GOIF;945;725;154;55;10;True;Full reinstall;2021-12-19
244264ab-6262-426a-973f-c924e5e8711a;Paris;v1;Aborted;GOIF;1609;965;136;98;19;True;Full reinstall;2021-11-02
3ffe8571-5cbf-444d-9d0a-51418a03d886;Paris;v4;Aborted;GO;2786;80;23;106;7;True;SSR Eligible;2021-04-07
4780f324-0b82-40ce-b2fc-8f450b24395f;Paris;v4;Aborted;NOGO;2947;207;97;57;9;True;SSR Eligible;2021-11-08
97eb8999-dd00-4401-9b5b-2274530bdb3c;Los Angeles;v4;Success;NOGO;1585;1946;13;76;18;True;Full reinstall;2021-01-16
68719fa6-b0db-42fb-8126-4775a5396760;Paris;v2;Warning;GO;1641;1103;21;97;1;True;Full reinstall;2021-08-07
2f955df6-8d1d-4839-9f85-78b3cc610198;Marrakech;v2;Success;GOIF;1643;217;111;49;18;True;SSR Eligible;2021-03-08
f8bbbe30-1967-49e0-b99a-05ae70ed3772;Paris;v4;Warning;NOGO;2361;1798;73;70;19;True;Full reinstall;2021-11-14
e24d715a-b741-41f8-bb04-11a3d7c194a7;Marrakech;v1;Success;NOGO;890;2048;161;99;2;True;SSR Eligible;2021-09-29
48153ec7-0a48-4a94-b44d-0cd18d3413fd;London;v4;Aborted;GO;356;845;51;73;4;True;SSR Eligible;2021-07-11
90068beb-c091-4887-ac81-28933036a664;Paris;v3;Warning;GOIF;1169;950;64;95;18;True;Full reinstall;2021-05-13
b10b6135-0d3a-48a7-a365-3e07c705534e;London;v2;Aborted;NOGO;1809;283;135;118;17;True;SSR Eligible;2021-06-30
0e7f1c3b-0ed7-45c6-ac5c-7f94f8cd5cf1;New Delhi;v2;Aborted;GOIF;2234;1455;88;78;1;True;SSR Eligible;2021-01-09
b50e7adb-3419-428d-a193-13084beca605;Marrakech;v1;Aborted;NOGO;850;1943;74;116;10;True;Full reinstall;2021-09-15
2d64b076-dd03-47ea-be99-3b658aacebbb;Paris;v1;Warning;GOIF;2653;981;45;133;7;True;Full reinstall;2021-07-21
7c1f0ae7-ef44-4f6e-bd18-c50f8b13c20f;Los Angeles;v4;Success;GOIF;2259;2074;134;102;14;True;Full reinstall;2021-08-14
46eac4a2-0a0d-4ec9-8e68-f8890e62abad;New Delhi;v1;Warning;NOGO;324;245;5;3;3;True;SSR Eligible;2021-04-29
0ade0489-afb6-485b-81c3-c23b72b44a72;Marrakech;v4;Aborted;NOGO;482;313;29;140;11;True;SSR Eligible;2021-03-10
5d1b9a84-e5ff-4d8b-9836-5195763cc880;Marrakech;v4;Warning;GOIF;1065;728;110;70;16;True;Full reinstall;2021-11-12
0ca78587-48e0-4eb4-9263-8c8331d23d11;Paris;v2;Success;GO;1304;1139;112;39;14;True;SSR Eligible;2021-02-14
3ea0fb6d-c7c7-407f-b8b7-6371c9829b71;Marrakech;v3;Warning;GOIF;186;138;112;75;5;True;Full reinstall;2021-12-05
7386399a-0873-4b24-882f-741de2a06048;Los Angeles;v4;Success;NOGO;2479;328;151;138;13;True;SSR Eligible;2021-09-21
74996ac4-b8e5-476e-86f0-0b0a409de384;London;v2;Success;NOGO;168;1831;171;25;16;True;Full reinstall;2021-05-31
a3eca465-78de-418c-850e-374f37f75d93;New Delhi;v2;Warning;GO;137;1159;190;36;10;True;SSR Eligible;2021-02-01
8de2f3c1-d5b2-4cb0-8bb7-b6c968dd8c81;New Delhi;v1;Warning;GO;2205;1358;101;63;3;True;SSR Eligible;2021-08-28
b7b5508b-4c39-454d-a8a4-455587ac85b2;London;v4;Warning;NOGO;898;1359;187;57;5;True;SSR Eligible;2021-04-01
8803fabe-1020-40a3-838c-3f4d5eed7b68;Paris;v3;Success;GOIF;2600;60;24;15;16;True;SSR Eligible;2021-01-04
d4a0f95a-e732-4004-966e-ba06c725616d;Paris;v3;Success;NOGO;1340;1399;88;149;6;True;Full reinstall;2021-11-11
602ba6f1-9f0d-41d3-8c1e-b4ad7329ab39;Marrakech;v2;Warning;GOIF;2256;631;59;80;12;True;Full reinstall;2021-03-20
2a332bcc-3331-45c4-8c91-6c9ef71afdf5;Los Angeles;v3;Aborted;GO;1702;680;71;115;7;True;SSR Eligible;2021-09-30
55cc08fc-328a-4615-a393-55c62c1702ef;New Delhi;v1;Aborted;NOGO;2893;360;155;110;5;True;Full reinstall;2021-05-16
c262853f-c87d-4232-bce6-e2e1a6245c0e;Marrakech;v2;Aborted;GOIF;1064;754;139;64;12;True;Full reinstall;2021-12-18
dbc7d208-0cb9-42ff-b783-c39f0129e06b;New Delhi;v3;Aborted;NOGO;1507;1237;191;128;12;True;SSR Eligible;2021-04-02
20b31a78-c1ed-415e-b7d2-48d5a6da6007;Paris;v3;Success;GO;341;1474;175;14;2;True;SSR Eligible;2021-08-28
b42fb98e-a2ec-457e-840c-3ad2f2c497ce;Marrakech;v4;Warning;GOIF;796;452;144;6;0;False;No server impact;2021-06-30
a69609a1-d3d5-43af-b649-f82bd8587970;Los Angeles;v3;Aborted;GO;2547;1957;191;68;14;True;Full reinstall;2021-06-23
585fc530-d97f-454c-ad5d-574699cba1bc;Marrakech;v3;Aborted;NOGO;1551;1427;62;120;0;False;No server impact;2021-01-12
f0f1ae01-ede2-4659-9763-6465989ac667;New Delhi;v1;Warning;NOGO;2935;1535;190;42;3;True;Full reinstall;2021-06-24
31e61ddd-e12c-46b0-980e-16138e8bc74a;Los Angeles;v1;Success;NOGO;113;360;183;85;8;True;Full reinstall;2021-12-12
34680315-a700-4fb7-96cd-f620fc4a29ad;London;v4;Aborted;NOGO;2094;735;98;2;2;True;SSR Eligible;2021-09-09
95ae2d59-7f73-467b-90c4-eff87bb7416d;Paris;v1;Success;GOIF;1025;797;116;43;5;True;Full reinstall;2021-04-09
fd364af7-dbcd-465f-b35d-3d93370139d2;London;v2;Aborted;GOIF;1676;1584;31;125;4;True;Full reinstall;2021-02-02
e7c1a2cb-7b59-4bac-9dd4-701be3324c50;Los Angeles;v1;Warning;GO;1992;618;2;66;10;True;SSR Eligible;2021-08-01
ed7d0abd-384f-427b-81ab-a307d320c4d8;Paris;v3;Success;GO;2289;10;118;126;7;True;Full reinstall;2021-06-05
af82eee6-ab9f-492c-b25d-47ced8906302;Paris;v4;Aborted;NOGO;1332;250;194;16;7;True;Full reinstall;2021-07-22
822064b3-caa3-4c21-bf32-b67ff9c9e1b3;Paris;v3;Aborted;GOIF;1537;90;161;30;0;False;No server impact;2021-07-24
aec867f2-8be8-47ae-8b9c-b5e1b7a63710;Marrakech;v4;Aborted;NOGO;2231;2013;23;136;1;True;Full reinstall;2021-01-05
486e578a-8213-41ee-89c9-983343cc9ca6;Paris;v3;Aborted;GOIF;2575;1094;196;40;8;True;Full reinstall;2021-08-12
27366040-5892-4f95-83a8-e56e70bcc50b;London;v4;Warning;NOGO;337;358;16;61;8;True;Full reinstall;2021-03-23
25d2d91b-6234-4c94-82d5-f170c5497568;New Delhi;v2;Success;GOIF;2779;1630;192;123;19;True;Full reinstall;2021-01-30
46058b92-f09e-406d-abaa-50fb9b1d5602;London;v4;Aborted;NOGO;2198;273;181;57;12;True;Full reinstall;2021-09-01
9c3ea984-572a-456a-8d5b-0575cd68b47c;London;v3;Warning;GO;785;1797;38;105;3;True;Full reinstall;2021-05-02
66c483bb-2202-47b0-8da4-d560bfd33b24;London;v1;Warning;NOGO;1443;2013;113;46;9;True;SSR Eligible;2021-09-09
b1afac84-6c37-4987-8aa3-b7867a4e57e8;Los Angeles;v1;Success;GOIF;964;1489;102;103;18;True;SSR Eligible;2021-11-12
6999c3bb-6963-4e14-8216-9a2b8368d09b;Los Angeles;v4;Success;NOGO;1834;1795;17;15;0;False;No server impact;2021-01-02
23bfda64-9e29-4f1d-b44f-6dd285f0451f;Paris;v1;Warning;GOIF;149;789;133;138;19;True;Full reinstall;2021-03-17
19c471d8-1583-4b5c-8913-fdf612947106;Marrakech;v1;Aborted;NOGO;2766;2057;168;72;8;True;Full reinstall;2021-06-25
e5eb13d8-538e-4e7f-8d8c-ebca6cae747e;Marrakech;v2;Warning;GO;1083;1075;138;43;2;True;SSR Eligible;2021-07-08
3e758e64-906b-4851-847f-65e252f5d435;New Delhi;v4;Aborted;GOIF;256;1876;135;82;19;True;Full reinstall;2021-04-04
e0ebca63-025a-4dd9-a6d3-df9778adcbfb;Los Angeles;v3;Success;GOIF;160;819;118;91;0;False;No server impact;2021-09-06
05980862-3f62-47ff-829b-82e831591d38;Paris;v2;Warning;GO;1853;1472;54;106;12;True;Full reinstall;2021-05-08
58106065-ebae-4ae2-9004-bf8f5f0b0e88;Marrakech;v3;Aborted;GO;193;1453;31;44;19;True;Full reinstall;2021-10-28
0f304a0a-3095-4779-be5e-385ecd65d000;Los Angeles;v1;Success;GO;1673;1530;71;103;16;True;Full reinstall;2021-03-07
0e9e589b-e6c2-48e8-b86b-962128956b47;Los Angeles;v3;Warning;GO;1507;427;16;98;13;True;Full reinstall;2021-07-23
49f95395-ed0e-4c93-8be5-08a1ff6e2158;Paris;v2;Aborted;GOIF;816;638;85;12;5;True;SSR Eligible;2021-02-16
2dfaada9-dd6c-498c-bac7-f75e7799ffbf;Los Angeles;v1;Warning;NOGO;1880;1227;125;133;10;True;SSR Eligible;2021-12-23
f0c07e67-ce80-4d61-b094-b4ba2acb78d1;Paris;v3;Aborted;GO;2393;74;100;13;19;True;Full reinstall;2021-10-21
7251c541-d84b-4673-b9e4-f684b58711db;Los Angeles;v3;Success;GOIF;875;1709;3;63;19;True;SSR Eligible;2021-02-17
d64f5fc5-1f2c-4c01-8950-9b0540e98668;Marrakech;v1;Aborted;GOIF;1957;626;192;129;9;True;Full reinstall;2021-12-07
eadb8605-899a-4757-8d26-579529e7cc4b;Paris;v3;Success;GOIF;576;1740;117;22;8;True;SSR Eligible;2021-11-01
b28820fe-c18c-4358-b29f-f593a6021ea4;New Delhi;v1;Warning;GO;2295;587;29;19;16;True;Full reinstall;2021-11-22
1bb91e00-80c5-4be4-ac7b-2acd00816a48;Los Angeles;v4;Aborted;NOGO;1079;143;164;18;5;True;SSR Eligible;2021-07-10
5327deb3-70a7-40e9-bc72-8fa46685e64d;London;v4;Warning;GOIF;2895;1937;40;97;0;False;No server impact;2021-10-07
35f9c2fb-4b9d-4a3f-bb49-fb0d8488d2a0;Los Angeles;v1;Success;NOGO;254;1261;46;25;9;True;Full reinstall;2021-11-16
f32777ff-766f-4acb-9057-c3b32433ccbd;Los Angeles;v2;Warning;NOGO;604;1782;76;51;6;True;Full reinstall;2021-06-27
8718fe39-2b88-4519-aa39-51e305fd3ace;Los Angeles;v4;Aborted;GO;2110;273;39;35;19;True;Full reinstall;2021-04-26
70021fea-c268-41f4-b59b-9808bc6bcd16;Los Angeles;v3;Aborted;NOGO;872;1626;38;91;6;True;SSR Eligible;2021-07-25
a0daeb88-8cf3-4cb5-b170-181fb559a52d;Los Angeles;v1;Success;GOIF;2427;1856;53;7;18;True;SSR Eligible;2021-11-29
f2357bea-f03e-47be-b566-bec5c593a3f2;London;v2;Success;NOGO;694;1132;117;22;14;True;Full reinstall;2021-04-05
12d6ad22-0aad-4ba2-b2e5-ecdad91cb772;New Delhi;v2;Success;GO;2729;1456;131;149;19;True;Full reinstall;2021-03-26
80e120f2-0f57-4700-8c14-3584396f7150;New Delhi;v3;Success;NOGO;2181;111;115;143;1;True;Full reinstall;2021-05-15
62477e5e-339f-41e1-a742-406b5aa5975e;London;v1;Success;GO;2138;448;90;48;18;True;SSR Eligible;2021-12-15
4bc923e7-e727-44d1-bd5c-18f7134bad88;Los Angeles;v1;Success;NOGO;1115;656;181;78;18;True;SSR Eligible;2021-01-04
3eb7ae8c-2b80-48fc-8854-b95b19a51ecf;Paris;v1;Aborted;GOIF;717;1895;97;48;7;True;Full reinstall;2021-02-16
e394e9de-de98-4795-af19-d2226ec585cf;London;v2;Success;NOGO;184;746;126;14;8;True;SSR Eligible;2021-12-08
2f9ece76-e094-4311-9849-6c56b52e1b33;Los Angeles;v3;Warning;GOIF;1034;1262;30;149;10;True;SSR Eligible;2021-06-14
48a16431-3701-460b-a53d-b8657ddd0154;London;v1;Aborted;GOIF;1953;1351;124;14;10;True;SSR Eligible;2021-04-27
ca680d27-f0fa-4113-a3be-754f667ead78;Marrakech;v4;Success;GOIF;73;871;153;88;3;True;SSR Eligible;2021-07-21
a510d434-1e0d-426e-8b9e-972867a13558;Los Angeles;v2;Warning;GOIF;343;170;41;10;8;True;Full reinstall;2021-01-05
0f9f1b0c-73e2-411d-9535-10097b7d6b6d;London;v1;Aborted;GOIF;1049;107;151;64;0;False;No server impact;2021-06-18
d4c94cde-adc0-4e4b-b903-53e520490068;London;v1;Aborted;GOIF;2747;129;177;44;18;True;SSR Eligible;2021-12-14
11a189a6-492b-40ed-9828-8393d02e9163;Los Angeles;v4;Warning;GO;2706;258;34;71;17;True;Full reinstall;2021-02-10
74a4f3c7-20d8-4427-a885-2155fce1ebfb;Marrakech;v1;Warning;NOGO;1340;116;108;2;12;True;SSR Eligible;2021-06-05
ac314378-0ff9-4b9b-82c4-9549895b599d;Marrakech;v2;Warning;GO;2276;222;128;6;2;True;Full reinstall;2021-04-18
0ea3c380-6f7f-4a00-8ab0-1ecb7d774b95;London;v1;Warning;NOGO;2867;1134;10;99;6;True;Full reinstall;2021-08-04
5a5e9f6d-9b45-4792-9fe3-902631fe2e8c;Los Angeles;v1;Warning;GO;831;1957;29;49;19;True;SSR Eligible;2021-01-02
66b406db-5a29-4c9c-a53b-55ddb49a7af7;London;v1;Success;NOGO;1629;180;26;28;18;True;SSR Eligible;2021-10-08
36c53c61-11e7-4d16-9824-6e3f58fcb4c2;Marrakech;v1;Aborted;GOIF;2484;1264;140;78;5;True;Full reinstall;2021-11-01
7dd5ca58-436c-47d8-98ba-c0eec75d5472;New Delhi;v2;Success;GOIF;1541;186;148;72;18;True;Full reinstall;2021-06-15
9f754726-e1b4-4b4f-824b-f9dd75f5cf02;Marrakech;v2;Warning;GOIF;1015;2091;92;88;15;True;SSR Eligible;2021-01-17
b10cbd92-c1e8-434e-b5b3-2bdc97aea19f;London;v1;Success;GO;8;1253;10;30;19;True;Full reinstall;2021-06-20
f9129ae7-0ac8-44ce-b4da-440dbed191e7;Paris;v2;Warning;NOGO;483;21;194;127;14;True;SSR Eligible;2021-04-29
861bfe02-0581-4530-be48-3e42fb4da651;Los Angeles;v3;Aborted;GOIF;2902;885;8;62;19;True;Full reinstall;2021-04-27
a58b90e9-6777-40f1-b246-d86303fd0f65;New Delhi;v2;Warning;GOIF;1951;662;145;17;6;True;SSR Eligible;2021-08-08
09bf7d03-d4fa-4f8c-a3b1-b61045905ab8;London;v1;Warning;GOIF;1378;1853;134;69;5;True;Full reinstall;2021-05-17
d37a33af-88e3-4994-bbff-35e4290412ec;New Delhi;v4;Success;GO;638;1134;93;21;19;True;SSR Eligible;2021-12-26
b571a7b4-87af-4243-aa5a-83fd55788d3b;New Delhi;v4;Aborted;NOGO;1694;1056;92;6;15;True;Full reinstall;2021-03-04
65e69c8b-773c-4dbb-bd67-d2dc0fe920da;London;v1;Aborted;GOIF;112;1636;169;37;6;True;Full reinstall;2021-01-05
fb5c37a7-a735-4782-945e-47f397e29cc4;Paris;v4;Aborted;GOIF;289;1792;187;106;6;True;Full reinstall;2021-10-12
aa0367ce-d698-4999-b4e4-7a6c4492b2af;Paris;v3;Aborted;GO;1289;487;132;4;6;True;Full reinstall;2021-10-28
7b5ebab6-29c0-439b-9eee-54f6e0221342;London;v3;Aborted;NOGO;861;685;35;128;16;True;SSR Eligible;2021-02-19
99df50b7-60b2-40e0-8ff0-2616071f1c52;London;v4;Warning;GO;1914;213;72;84;16;True;SSR Eligible;2021-05-23
a8a16c57-a68a-4114-a7af-67b52c1362f0;Paris;v3;Aborted;GO;2238;552;160;87;12;True;Full reinstall;2021-06-05
8e3f32df-df87-4358-ab1f-b96403c3f1f4;Marrakech;v3;Success;GO;2485;911;77;23;6;True;Full reinstall;2021-11-15
9aca1ee5-3bf7-4736-85fc-7cb3c084c17a;Paris;v2;Warning;GOIF;1952;904;176;149;13;True;Full reinstall;2021-06-02
37d98bb1-db0d-439f-ba82-3a89c11c1698;Paris;v4;Aborted;GO;2336;101;42;106;13;True;Full reinstall;2021-12-28
5a15269d-25bb-4a42-9ef8-1073bd4d8f96;Marrakech;v1;Aborted;GO;2510;955;182;13;19;True;SSR Eligible;2021-12-07
3f546930-280c-4d39-95ea-fdb60443f6bf;Marrakech;v2;Success;GOIF;2709;762;128;71;19;True;SSR Eligible;2021-02-05
f9735233-efa9-42ef-a508-bf1f2bece4b6;London;v3;Aborted;NOGO;439;1752;33;109;5;True;SSR Eligible;2021-12-26
0ac60cc0-355b-4afa-96c8-769ae21cfad4;Los Angeles;v2;Aborted;NOGO;119;352;98;49;8;True;Full reinstall;2021-07-21
e4ea77ba-6a21-49b3-a61e-adc01a2f1409;Los Angeles;v3;Warning;NOGO;1841;1235;103;61;12;True;SSR Eligible;2021-01-03
66237256-c2a7-414d-8019-4f05cfa4f93f;Paris;v3;Aborted;GO;723;1887;130;12;7;True;SSR Eligible;2021-08-31
b74acfc1-048e-47dc-b58d-abe751ff3b5b;New Delhi;v2;Warning;NOGO;115;1252;54;128;2;True;SSR Eligible;2021-12-28
73a52efd-866a-4beb-9911-bbe7670b313c;Marrakech;v2;Aborted;GO;2460;1658;197;104;12;True;Full reinstall;2021-09-01
c67b5aa3-99f3-4436-971d-0cb93a17c59e;London;v1;Success;GO;1352;639;181;1;6;True;SSR Eligible;2021-05-21
6777d582-deac-4e0f-8599-bd5c905723b0;Marrakech;v2;Aborted;NOGO;2321;177;10;31;17;True;Full reinstall;2021-12-09
8137afdc-081f-461a-b4fe-dd94bae5194b;Marrakech;v1;Warning;GOIF;1365;113;54;18;18;True;Full reinstall;2021-08-17
90073928-4a2a-40dd-8ed9-736c275b9a51;Marrakech;v3;Success;GOIF;2653;1323;188;56;18;True;Full reinstall;2021-06-25
05b1b52e-b1fc-404b-a5aa-925a39c3e49e;London;v4;Success;GO;2079;1396;142;52;5;True;Full reinstall;2021-06-13
3ab64a70-dcc0-4dbe-babb-d46091041b86;Paris;v4;Success;NOGO;1585;2059;180;98;14;True;SSR Eligible;2021-01-29
ef9ab8fb-e962-4827-b282-3aa12a803ccf;Marrakech;v4;Success;GOIF;766;1507;35;22;16;True;Full reinstall;2021-02-22
eb28fd0e-cab9-4c80-9080-6defc30898d6;New Delhi;v1;Warning;GO;1359;800;87;81;19;True;Full reinstall;2021-05-08
69163108-0532-4550-bd05-c1d133bb0b8a;Marrakech;v2;Warning;GO;2023;1548;191;145;6;True;SSR Eligible;2021-06-13
898a4ced-3e48-49a5-974b-dc7321ee03ff;Marrakech;v3;Success;GO;650;583;103;65;15;True;SSR Eligible;2021-03-22
0a7b3a0d-d567-4725-b85d-68a52f5d618a;Marrakech;v1;Aborted;NOGO;313;35;194;16;7;True;SSR Eligible;2021-03-20
1feb1b56-229c-4c5b-9dd2-155d5b88ce86;Marrakech;v3;Warning;NOGO;2737;1713;54;45;0;False;No server impact;2021-02-12
83250696-18f0-4dac-83a5-acfa4e8a571e;New Delhi;v4;Success;GO;1409;213;168;106;5;True;Full reinstall;2021-07-04
fe3275a3-7011-4b97-91b9-59c9aa6280d4;Los Angeles;v4;Warning;GOIF;1864;514;175;17;10;True;SSR Eligible;2021-08-10
95780cb4-e633-41b7-a9c5-40c378f5f9f1;Paris;v1;Warning;GO;2131;1345;161;25;1;True;Full reinstall;2021-05-23
cad57e38-61dd-4aa4-8c66-f80e07503855;London;v4;Warning;GOIF;120;175;175;99;5;True;Full reinstall;2021-07-09
d66afaef-a7b8-40dd-a335-baa454a32655;Paris;v2;Warning;GO;500;1575;161;146;7;True;SSR Eligible;2021-02-12
c1c2d8d5-4a23-4b43-8ea6-dbbffc03fbea;New Delhi;v2;Aborted;NOGO;384;1828;136;23;5;True;SSR Eligible;2021-01-06
aa27105b-87cb-4b4c-8f87-f7de8a820031;Paris;v2;Warning;GO;1539;1814;46;52;13;True;SSR Eligible;2021-03-30
bdd8154c-bad2-4336-a1ce-769360ff8f25;Los Angeles;v2;Warning;NOGO;2881;504;177;72;3;True;SSR Eligible;2021-02-09
c6408df9-219b-4662-9955-2c0f506e9d61;Los Angeles;v3;Success;GOIF;995;926;128;17;18;True;Full reinstall;2021-05-24
df7635f4-1cb7-4c99-a8d1-dcbe178bc5d5;London;v3;Aborted;GOIF;2539;906;12;53;14;True;Full reinstall;2021-06-12
45a233a7-7cf1-4cde-8fae-1e3b8586b2eb;Marrakech;v2;Success;NOGO;849;1955;78;8;3;True;Full reinstall;2021-08-24
2817d139-c4d0-4d4e-a04b-da485fc226c4;New Delhi;v1;Aborted;NOGO;2591;803;79;104;6;True;SSR Eligible;2021-02-25
56979c1f-b668-4254-8b45-7dec94b53130;Paris;v1;Success;GOIF;2897;604;108;67;6;True;SSR Eligible;2021-01-22
09c08d31-2f94-4f17-bf37-60f1ac7bb9d0;Paris;v3;Warning;GOIF;645;695;67;24;19;True;SSR Eligible;2021-05-04
2a6614ea-0043-43cd-b1eb-d271a69de59d;Paris;v1;Aborted;GOIF;761;858;114;53;14;True;SSR Eligible;2021-03-09
61ed0ac3-fdce-49d2-b9e4-d7a8da2a2556;Marrakech;v4;Aborted;NOGO;2516;584;64;15;9;True;SSR Eligible;2021-11-25
668eb48d-3b13-4d15-b76a-ba6be2df7373;Los Angeles;v1;Success;NOGO;608;387;189;61;8;True;SSR Eligible;2021-01-16
18690c5e-d17e-4e56-9e83-1ead408c95bc;London;v4;Aborted;GOIF;1169;486;1;38;14;True;SSR Eligible;2021-06-09
37ac5a7f-226c-4dc5-9325-81ab8899919f;Los Angeles;v2;Warning;GOIF;2509;1458;97;63;0;False;No server impact;2021-08-01
1845910d-65e2-48d8-837e-66707bda5f87;New Delhi;v4;Success;GO;328;697;154;61;17;True;SSR Eligible;2021-07-11
ad433190-d65e-4c59-a0fe-9c2bd08ad347;Los Angeles;v3;Aborted;GO;2519;1147;154;16;9;True;Full reinstall;2021-11-24
1305e845-84e7-491d-aef6-8da9e07cd9d3;New Delhi;v1;Success;GOIF;457;1501;31;103;15;True;Full reinstall;2021-03-19
bc7807b2-f394-463f-a77c-bd78194c5b83;Paris;v1;Success;GO;2823;310;31;94;6;True;Full reinstall;2021-04-11
f367f224-1cdf-49ec-89df-21fb864a3e8a;Los Angeles;v4;Success;NOGO;667;319;37;38;16;True;Full reinstall;2021-03-31
8c0d9bb3-ab49-4b40-9d19-5991a8678797;Los Angeles;v2;Aborted;NOGO;316;194;21;79;0;False;No server impact;2021-06-17
3fec9fbf-e963-4cd4-b2e8-019d2672fed8;Paris;v4;Warning;GO;2312;425;195;4;16;True;SSR Eligible;2021-10-20
cbadffc2-dbda-40ca-a0a7-7d35477667e4;Marrakech;v4;Aborted;GOIF;1007;1945;147;8;18;True;Full reinstall;2021-12-12
e5ec1b4e-519d-424f-a1f0-a459e0872468;London;v4;Aborted;GO;1150;906;100;80;6;True;Full reinstall;2021-11-24
9684f52b-071a-4f9c-b259-cf7237a82d55;Marrakech;v1;Success;GO;1172;87;1;58;6;True;SSR Eligible;2021-08-05
711d0a13-ffb7-4cfd-8fb3-14cc89cc4ef4;London;v2;Aborted;NOGO;73;96;150;142;5;True;SSR Eligible;2021-07-19
ca5a2b20-c4de-4136-a108-5be37c6939de;Los Angeles;v1;Aborted;GOIF;2950;1544;154;103;2;True;Full reinstall;2021-12-30
82ec6971-0e6b-4c52-9254-7ef417a347c3;Paris;v2;Aborted;NOGO;2819;407;60;99;4;True;SSR Eligible;2021-07-31
be09f072-73dd-4e06-8cfe-95488a16704f;Paris;v1;Aborted;GO;984;358;65;16;6;True;SSR Eligible;2021-03-09
a228af94-a8a8-4f3a-8495-9f26ea577df4;New Delhi;v3;Aborted;NOGO;1576;512;79;82;19;True;Full reinstall;2021-04-04
fcee4fe6-e34d-4551-bd3d-f6670f88b649;Los Angeles;v1;Success;GOIF;639;163;83;127;16;True;SSR Eligible;2021-01-16
cc5e0b97-bf32-4155-845c-e3dd0caabfaa;Paris;v2;Aborted;NOGO;2255;395;118;45;3;True;Full reinstall;2021-06-02
12cb907e-4246-4c13-b380-a93164778903;Paris;v1;Warning;GO;138;1739;95;85;0;False;No server impact;2021-07-05
78ea1662-7127-4ed0-9277-806728462679;London;v4;Success;GO;1098;52;31;65;8;True;Full reinstall;2021-11-28
22526c70-bb44-46b8-9d92-4778b26d7d7c;New Delhi;v1;Warning;GO;1288;327;147;73;9;True;SSR Eligible;2021-01-13
ff223c6c-d0f8-443f-8a3d-1b70b3ea383d;Marrakech;v2;Aborted;GOIF;1091;1839;137;51;12;True;Full reinstall;2021-12-03
